Id,Concessionaria,AnoDoPnvSnv,TipoDeRadar,Rodovia,Uf,KmM,Municipio,TipoPista,Sentido,Situacao,Latitude,Longitude,VelocidadeLeve
2466,VIA 040,2010,Controlador,BR-40,MG,"535,900",Belo Horizonte,Principal,Decrescente,Ativo,"-19,952277","-44,007077",70
2467,VIA 040,2010,Controlador,BR-40,MG,"537,500",Belo Horizonte,Principal,Crescente,Ativo,"-19,963001","-43,999243",80
2468,VIA 040,2010,Controlador,BR-40,MG,"538,200",Belo Horizonte,Principal,Crescente,Ativo,"-19,968113","-43,994641",70
2469,VIA 040,2010,Controlador,BR-40,MG,"539,000",Belo Horizonte,Principal,Crescente,Ativo,"-19,973105","-43,989851",70
2470,VIA 040,2010,Controlador,BR-40,MG,"540,500",Belo Horizonte,Principal,Decrescente,Ativo,"-19,983881","-43,981234",70
2471,VIA 040,2010,Controlador,BR-40,MG,"540,500",Belo Horizonte,Principal,Crescente,Ativo,"-19,983673","-43,982115",80
2472,VIA 040,2010,Controlador,BR-40,MG,"543,200",Belo Horizonte,Principal,Crescente,Ativo,"-19,995968","-43,961251",110
2473,VIA BAHIA,2003,Controlador,BR-116,BA,"673,800",Jequié,Principal,Crescente,Ativo,"-13,867066","-40,112872",60
2474,VIA BAHIA,2003,Controlador,BR-116,BA,"817,580",Vitória da Conquista,Principal,Crescente,Ativo,"-14,822247","-40,816208",60
2475,VIA BAHIA,2003,Controlador,BR-324,BA,"522,601",Feira de Santana,Principal,Crescente,Ativo,"-12,297527","-38,902333",60
2476,VIA BAHIA,2003,Controlador,BR-324,BA,"523,529",Feira de Santana,Principal,Decrescente,Ativo,"-12,297527","-38,902333",60
2477,VIA BAHIA,2003,Controlador,BR-324,BA,"526,451",Feira de Santana,Principal,Crescente,Ativo,"-12,318083","-38,875166",60
2478,VIA BAHIA,2003,Controlador,BR-324,BA,"613,851",Salvador,Principal,Decrescente,Ativo,"-12,871388","-38,426805",100
2479,VIA BAHIA,2003,Redutor,BR-324,BA,"613,771",Salvador,Principal,Crescente,Ativo,"-12,870888","-38,426805",100
2480,VIA BAHIA,2003,Controlador,BR-324,BA,"536,551",Conceição do Jacuípe,Principal,Crescente,Ativo,"-12,375500","-38,805500",60
2481,VIA BAHIA,2003,Controlador,BR-324,BA,"570,801",São Sebastião do Passé,Principal,Decrescente,Ativo,"-12,556944","-38,566166",100
2482,VIA BAHIA,2003,Controlador,BR-324,BA,"584,401",Candeias,Principal,Crescente,Ativo,"-12,635750","-38,478222",100
2483,VIA BAHIA,2003,Controlador,BR-324,BA,"611,401",Simões Filho,Principal,Crescente,Ativo,"-12,851250","-38,419138",100
2484,VIA BAHIA,2003,Controlador,BR-324,BA,"527,021",Feira de Santana,Principal,Decrescente,Ativo,"-12,321055","-38,870861",60
2485,VIA BAHIA,2003,Controlador,BR-324,BA,"526,996",Feira de Santana,Principal,Decrescente,Ativo,"-12,321055","-38,870861",60
2486,VIA BAHIA,2003,Controlador,BR-324,BA,"622,020",Salvador,Principal,Crescente,Ativo,"-12,929444","-38,469583",80
2487,VIA BAHIA,2003,Controlador,BR-324,BA,"622,020",Salvador,Principal,Crescente,Ativo,"-12,929444","-38,469583",80
2488,VIA BAHIA,2003,Controlador,BR-324,BA,"625,500",Salvador,Principal,Crescente,Ativo,"-12,954695","-38,471467",80
2489,VIA BAHIA,2003,Controlador,BR-324,BA,"625,500",Salvador,Principal,Crescente,Ativo,"-12,954695","-38,471467",80
2490,VIA BAHIA,2003,Controlador,BR-324,BA,"625,500",Salvador,Principal,Crescente,Ativo,"-12,954695","-38,471467",80
2491,VIA BAHIA,2003,Controlador,BR-324,BA,"625,500",Salvador,Principal,Crescente,Ativo,"-12,954695","-38,471467",80
2492,VIA BAHIA,2003,Controlador,BR-324,BA,"619,525",Salvador,Principal,Decrescente,Ativo,"-12,910000","-38,458361",80
2493,VIA BAHIA,2003,Controlador,BR-324,BA,"619,525",Salvador,Principal,Decrescente,Ativo,"-12,910000","-38,458361",80
2494,VIA BAHIA,2003,Controlador,BR-324,BA,"619,705",Salvador,Principal,Crescente,Ativo,"-12,911833","-38,459222",80
2495,VIA BAHIA,2003,Controlador,BR-324,BA,"619,705",Salvador,Principal,Crescente,Ativo,"-12,911833","-38,459222",80
2496,VIA BAHIA,2003,Controlador,BR-324,BA,"623,972",Salvador,Principal,Crescente,Ativo,"-12,893398","-38,447182",80
2497,VIA BAHIA,2003,Controlador,BR-324,BA,"623,972",Salvador,Principal,Crescente,Ativo,"-12,893398","-38,447182",80
2498,VIA BAHIA,2003,Controlador,BR-116,BA,"673,900",Jequié,Principal,Crescente,Ativo,"-13,867111","-40,112888",60
2499,VIA BAHIA,2003,Controlador,BR-116,BA,"909,981",Cândido Sales,Principal,Decrescente,Ativo,"-15,515277","-41,238138",40
2500,VIA BAHIA,2003,Controlador,BR-116,BA,"909,700",Cândido Sales,Principal,Crescente,Ativo,"-15,512388","-41,236805",40
2501,VIA BAHIA,2003,Controlador,BR-116,BA,"828,221",Vitória da Conquista,Principal,Crescente,Ativo,"-14,895388","-40,865250",40
2502,VIA BAHIA,2003,Controlador,BR-116,BA,"818,995",Vitória da Conquista,Principal,Decrescente,Ativo,"-14,828666","-40,828111",60
2503,VIA BAHIA,2003,Controlador,BR-116,BA,"818,995",Vitória da Conquista,Principal,Crescente,Ativo,"-14,828666","-40,828111",60
2504,VIA BAHIA,2003,Controlador,BR-324,BA,"620,900",Salvador,Principal,Decrescente,Ativo,"-12,920777","-38,466445",80
2505,VIA COSTEIRA,2020,Controlador,BR-101,SC,"259,700",Paulo Lopes,Principal,Crescente,Ativo,"-28,020139","-48,698833",80
2506,VIA COSTEIRA,2020,Controlador,BR-101,SC,"264,600",Garopaba,Principal,Decrescente,Ativo,"-28,059667","-48,716944",110
2507,VIA COSTEIRA,2020,Controlador,BR-101,SC,"255,600",Paulo Lopes,Principal,Decrescente,Ativo,"-27,990306","-48,680028",80
2508,VIA COSTEIRA,2020,Controlador,BR-101,SC,"252,400",Paulo Lopes,Principal,Decrescente,Ativo,"-27,961722","-48,679278",110
2509,VIA COSTEIRA,2020,Controlador,BR-101,SC,"275,900",Imbituba,Principal,Crescente,Ativo,"-28,157222","-48,692972",110
2510,VIA COSTEIRA,2020,Controlador,BR-101,SC,"277,300",Imbituba,Principal,Crescente,Ativo,"-28,170194","-48,694306",110
2511,VIA COSTEIRA,2020,Controlador,BR-101,SC,"287,100",Imbituba,Principal,Crescente,Ativo,"-28,257278","-48,704083",110
2512,VIA COSTEIRA,2020,Controlador,BR-101,SC,"277,300",Imbituba,Principal,Decrescente,Ativo,"-28,170194","-48,694306",110
2513,VIA COSTEIRA,2020,Controlador,BR-101,SC,"304,000",Laguna,Principal,Decrescente,Ativo,"-28,388028","-48,774389",110
2514,VIA COSTEIRA,2020,Controlador,BR-101,SC,"289,500",Imbituba,Principal,Decrescente,Ativo,"-28,278111","-48,700250",110
2515,VIA COSTEIRA,2020,Controlador,BR-101,SC,"334,700",Tubarão,Principal,Crescente,Ativo,"-28,473194","-49,024667",110
2516,VIA COSTEIRA,2020,Controlador,BR-101,SC,"334,900",Tubarão,Principal,Decrescente,Ativo,"-28,474528","-49,026389",110
2517,VIA COSTEIRA,2020,Controlador,BR-101,SC,"325,400",Capivari de Baixo,Principal,Decrescente,Ativo,"-28,428611","-48,948917",110
2518,VIA COSTEIRA,2020,Controlador,BR-101,SC,"324,900",Capivari de Baixo,Principal,Decrescente,Ativo,"-28,426083","-48,944472",110
2519,VIA COSTEIRA,2020,Controlador,BR-101,SC,"318,400",Pescaria Brava,Principal,Decrescente,Ativo,"-28,428306","-48,881194",110
2520,VIA COSTEIRA,2020,Controlador,BR-101,SC,"360,600",Sangão,Principal,Crescente,Ativo,"-28,669472","-49,120139",110
2521,VIA COSTEIRA,2020,Controlador,BR-101,SC,"367,500",Sangão,Principal,Decrescente,Ativo,"-28,697694","-49,181528",110
2522,VIA COSTEIRA,2020,Controlador,BR-101,SC,"363,400",Sangão,Principal,Crescente,Ativo,"-28,681222","-49,144361",110
2523,VIA COSTEIRA,2020,Controlador,BR-101,SC,"361,900",Sangão,Principal,Decrescente,Ativo,"-28,676472","-49,130083",110
2524,VIA COSTEIRA,2020,Controlador,BR-101,SC,"252,000",Paulo Lopes,Principal,Crescente,Ativo,"-27,958250","-48,678000",110
2525,VIA COSTEIRA,2020,Controlador,BR-101,SC,"269,032",Imbituba,Principal,Decrescente,Ativo,"-28,097500","-48,705667",110
2526,VIA COSTEIRA,2020,Controlador,BR-101,SC,"324,000",Pescaria Brava,Principal,Crescente,Ativo,"-28,424583","-48,935806",110
2527,VIA COSTEIRA,2020,Controlador,BR-101,SC,"336,800",Tubarão,Principal,Decrescente,Ativo,"-28,486889","-49,038056",80
2528,VIA COSTEIRA,2020,Controlador,BR-101,SC,"347,280",Jaguaruna,Principal,Crescente,Ativo,"-28,577374","-49,052481",110
2529,VIA COSTEIRA,2020,Controlador,BR-101,SC,"347,840",Jaguaruna,Principal,Decrescente,Ativo,"-28,582194","-49,050361",110
2530,VIA COSTEIRA,2020,Controlador,BR-101,SC,"355,300",Sangão,Principal,Crescente,Ativo,"-28,630889","-49,089667",110
2531,VIA COSTEIRA,2020,Controlador,BR-101,SC,"371,900",Içara,Principal,Decrescente,Ativo,"-28,714556","-49,221417",110
2532,VIA COSTEIRA,2020,Controlador,BR-101,SC,"373,000",Içara,Principal,Crescente,Ativo,"-28,717139","-49,232194",110
2533,VIA COSTEIRA,2020,Controlador,BR-101,SC,"387,700",Içara,Principal,Decrescente,Ativo,"-28,793556","-49,351972",110
2534,VIA COSTEIRA,2020,Controlador,BR-101,SC,"391,940",Criciúma,Principal,Crescente,Ativo,"-28,813111","-49,389139",110
2535,VIA COSTEIRA,2020,Controlador,BR-101,SC,"400,700",Maracajá,Principal,Crescente,Ativo,"-28,869556","-49,450889",110
2536,VIA COSTEIRA,2020,Controlador,BR-101,SC,"407,500",Araranguá,Principal,Decrescente,Ativo,"-28,920083","-49,490417",110
2537,VIA COSTEIRA,2020,Controlador,BR-101,SC,"410,800",Araranguá,Principal,Crescente,Ativo,"-28,934750","-49,518167",110
2538,VIA COSTEIRA,2020,Controlador,BR-101,SC,"411,000",Araranguá,Principal,Decrescente,Ativo,"-28,936222","-49,519306",110
2539,VIA COSTEIRA,2020,Controlador,BR-101,SC,"412,200",Araranguá,Principal,Crescente,Ativo,"-28,944000","-49,527806",110
2540,VIA COSTEIRA,2020,Controlador,BR-101,SC,"412,200",Araranguá,Principal,Decrescente,Ativo,"-28,944000","-49,527806",110
2541,VIA COSTEIRA,2020,Controlador,BR-101,SC,"416,000",Araranguá,Principal,Crescente,Ativo,"-28,972333","-49,528861",110
2542,VIA COSTEIRA,2020,Controlador,BR-101,SC,"416,000",Araranguá,Principal,Decrescente,Ativo,"-28,972333","-49,528861",110
2543,VIA COSTEIRA,2020,Controlador,BR-101,SC,"432,500",Sombrio,Principal,Crescente,Ativo,"-29,084694","-49,630556",110
2544,VIA COSTEIRA,2020,Controlador,BR-101,SC,"432,500",Sombrio,Principal,Decrescente,Ativo,"-29,084694","-49,630556",110
2545,VIA COSTEIRA,2020,Controlador,BR-101,SC,"445,600",Santa Rosa do Sul,Principal,Crescente,Ativo,"-29,148556","-49,724806",110
2546,VIA COSTEIRA,2020,Controlador,BR-101,SC,"445,600",Santa Rosa do Sul,Principal,Decrescente,Ativo,"-29,148556","-49,724806",110
2547,VIA SUL,2019,Controlador,BR-290,RS,"10,000",Osório,Principal,Crescente,Ativo,"-29,891524","-50,374100",110
2548,VIA SUL,2019,Controlador,BR-290,RS,"10,001",Osório,Principal,Crescente,Ativo,"-29,891572","-50,374095",110
2549,VIA SUL,2019,Controlador,BR-290,RS,"31,000",Santo Antônio da Patrulha,Principal,Crescente,Ativo,"-29,884016","-50,565478",110
2550,VIA SUL,2019,Controlador,BR-290,RS,"31,001",Santo Antônio da Patrulha,Principal,Crescente,Ativo,"-29,884067","-50,565498",110
2551,VIA SUL,2019,Controlador,BR-290,RS,"70,900",Gravataí,Principal,Crescente,Ativo,"-29,951371","-50,965540",110
2552,VIA SUL,2019,Controlador,BR-290,RS,"70,901",Gravataí,Principal,Crescente,Ativo,"-29,951409","-50,965520",110
2553,VIA SUL,2019,Controlador,BR-290,RS,"91,000",Porto Alegre,Principal,Crescente,Ativo,"-29,968781","-51,167917",100
2554,VIA SUL,2019,Controlador,BR-290,RS,"92,500",Porto Alegre,Principal,Decrescente,Ativo,"-29,971188","-51,182885",100
2555,VIA SUL,2019,Controlador,BR-448,RS,"4,100",Esteio,Principal,Crescente,Ativo,"-29,845924","-51,203898",100
2556,VIA SUL,2019,Controlador,BR-448,RS,"4,101",Esteio,Principal,Crescente,Ativo,"-29,846137","-51,203835",100
2557,VIA SUL,2019,Controlador,BR-386,RS,"415,126",Montenegro,Principal,Decrescente,Ativo,"-29,818095","-51,470924",100
2558,VIA SUL,2019,Controlador,BR-386,RS,"415,127",Montenegro,Principal,Decrescente,Ativo,"-29,817980","-51,470985",100
2559,VIA SUL,2019,Controlador,BR-101,RS,"57,600",Maquiné,Principal,Crescente,Ativo,"-29,662472","-50,133248",100
2560,VIA SUL,2019,Controlador,BR-101,RS,"71,800",Osório,Principal,Crescente,Ativo,"-29,761297","-50,217864",100
2561,VIA SUL,2019,Redutor,BR-101,RS,"86,200",Osório,Principal,Crescente,Ativo,"-29,879663","-50,261308",80
2562,VIA SUL,2019,Controlador,BR-101,RS,"4,700",Torres,Principal,Crescente,Ativo,"-29,337014","-49,785164",100
2563,VIA SUL,2019,Controlador,BR-101,RS,"15,500",Dom Pedro de Alcântara,Principal,Crescente,Ativo,"-29,410162","-49,857806",100
2564,VIA SUL,2019,Controlador,BR-386,RS,"443,000",Canoas,Principal,Crescente,Ativo,"-29,889403","-51,212150",100
2565,VIA SUL,2019,Redutor,BR-386,RS,"434,600",Nova Santa Rita,Principal,Crescente,Ativo,"-29,846361","-51,276471",60
2566,VIA SUL,2019,Controlador,BR-386,RS,"405,300",Montenegro,Principal,Decrescente,Ativo,"-29,780227","-51,552887",100
2567,VIA SUL,2019,Redutor,BR-386,RS,"388,000",Triunfo,Principal,Crescente,Ativo,"-29,695129","-51,693235",60
2568,VIA SUL,2019,Controlador,BR-386,RS,"367,400",Fazenda Vilanova,Principal,Crescente,Ativo,"-29,581164","-51,841074",100
2569,VIA SUL,2019,Controlador,BR-386,RS,"305,000",Pouso Novo,Principal,Crescente,Ativo,"-29,189548","-52,188429",60
2570,VIA SUL,2019,Redutor,BR-386,RS,"270,800",Fontoura Xavier,Principal,Decrescente,Ativo,"-28,978289","-52,367937",60
2571,VIA SUL,2019,Controlador,BR-386,RS,"245,200",Soledade,Principal,Decrescente,Ativo,"-28,803798","-52,507508",60
2572,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"483,700",Betim,Principal,Crescente,Ativo,"-19,959486","-44,085386",80
2573,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"493,290",Betim,Principal,Crescente,Ativo,"-19,964349","-44,171924",80
2574,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"525,350",Brumadinho,Principal,Crescente,Ativo,"-20,146664","-44,323897",80
2575,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"528,350",Brumadinho,Principal,Decrescente,Ativo,"-20,167194","-44,334434",80
2576,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"568,890",Itaguara,Principal,Decrescente,Ativo,"-20,410679","-44,526628",80
2577,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"618,360",Oliveira,Principal,Decrescente,Ativo,"-20,740356","-44,771520",80
2578,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"643,224",Santo Antônio do Amparo,Principal,Crescente,Ativo,"-20,921689","-44,871470",80
2579,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"653,740",Santo Antônio do Amparo,Principal,Crescente,Ativo,"-20,921689","-44,871470",80
2580,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"712,760",Carmo da Cachoeira,Principal,Decrescente,Ativo,"-21,372782","-45,190037",80
2581,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"886,250",Estiva,Principal,Decrescente,Ativo,"-22,510753","-46,018149",80
2582,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"907,720",Cambuí,Principal,Decrescente,Ativo,"-22,676048","-46,098030",80
2583,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"920,800",Camanducaia,Principal,Crescente,Ativo,"-22,760561","-46,167674",80
2584,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,MG,"923,380",Camanducaia,Principal,Crescente,Ativo,"-22,774380","-46,185834",80
2585,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"59,795",Mairiporã,Principal,Crescente,Ativo,"-23,289138","-46,587920",80
2586,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"70,200",Mairiporã,Principal,Decrescente,Ativo,"-23,349188","-46,556532",80
2587,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"73,060",São Paulo,Principal,Decrescente,Ativo,"-23,368741","-46,554044",80
2588,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"75,650",São Paulo,Principal,Crescente,Ativo,"-23,384708","-46,564716",80
2589,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"76,400",São Paulo,Principal,Decrescente,Ativo,"-23,387687","-46,569328",80
2590,AUTOPISTA FERNÃO DIAS,2007,Controlador,BR-381,SP,"78,200",São Paulo,Principal,Crescente,Ativo,"-23,401335","-46,575964",80
2591,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"58,805",Campos dos Goytacazes,Principal,Decrescente,Ativo,"-21,713412","-41,308561",60
2592,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"55,389",Campos dos Goytacazes,Principal,Crescente,Ativo,"-21,681822","-41,310949",60
2593,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"55,520",Campos dos Goytacazes,Principal,Decrescente,Ativo,"-21,683290","-41,310890",60
2594,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"184,600",Casimiro de Abreu,Principal,Crescente,Ativo,"-22,429729","-42,031134",80
2595,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"282,560",Itaboraí,Principal,Crescente,Ativo,"-22,735698","-42,801862",60
2596,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"283,310",Itaboraí,Principal,Decrescente,Ativo,"-22,738801","-42,806988",60
2597,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"293,500",Itaboraí,Principal,Crescente,Ativo,"-22,755539","-42,888149",60
2598,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"293,700",Itaboraí,Principal,Decrescente,Ativo,"-22,755202","-42,890633",60
2599,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"298,300",Itaboraí,Principal,Crescente,Ativo,"-22,772149","-42,933291",100
2600,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"298,650",Itaboraí,Principal,Decrescente,Ativo,"-22,773498","-42,935548",100
2601,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"313,000",São Gonçalo,Principal,Decrescente,Ativo,"-22,809907","-43,068761",100
2602,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"314,400",São Gonçalo,Principal,Crescente,Ativo,"-22,817695","-43,079165",100
2603,AUTOPISTA FLUMINENSE,2019,Controlador,BR-101,RJ,"316,400",São Gonçalo,Principal,Crescente,Ativo,"-22,830783","-43,093638",100
2604,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"650,800",Tijucas do Sul,Principal,Decrescente,Ativo,"-25,845100","-49,072600",60
2605,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"147,400",Itapema,Marginal,Crescente,Ativo,"-27,095852","-48,618677",40
2606,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"147,450",Itapema,Marginal,Decrescente,Ativo,"-27,096244","-48,618310",40
2607,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"202,750",São José,Marginal,Crescente,Ativo,"-27,563206","-48,615763",60
2608,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"208,053",São José,Marginal,Decrescente,Ativo,"-27,603294","-48,631939",60
2609,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"665,270",Guaratuba,Principal,Crescente,Ativo,"-25,861556","-48,950722",60
2610,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"141,460",Balneário Camboriú,Principal,Crescente,Ativo,"-27,051844","-48,600036",60
2611,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"175,260",Biguaçu,Principal,Decrescente,Ativo,"-27,340886","-48,627872",80
2612,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"233,565",Palhoça,Principal,Crescente,Ativo,"-27,807475","-48,638678",60
2613,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"233,750",Palhoça,Principal,Decrescente,Ativo,"-27,808489","-48,638497",60
2614,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"652,690",Tijucas do Sul,Principal,Decrescente,Ativo,"-25,842214","-49,056146",80
2615,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"656,000",Tijucas do Sul,Principal,Decrescente,Ativo,"-25,840020","-49,027230",80
2616,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"657,000",Tijucas do Sul,Principal,Decrescente,Ativo,"-25,840074","-49,018358",80
2617,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"664,074",Guaratuba,Principal,Decrescente,Ativo,"-25,853983","-48,957811",60
2618,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"665,830",Guaratuba,Principal,Crescente,Ativo,"-25,865283","-48,949139",60
2619,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"665,760",Guaratuba,Principal,Decrescente,Ativo,"-25,863714","-48,942796",60
2620,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"667,010",Guaratuba,Principal,Decrescente,Ativo,"-25,860241","-48,937593",60
2621,AUTOPISTA LITORAL SUL,2009,Controlador,BR-376,PR,"671,000",Guaratuba,Principal,Crescente,Ativo,"-25,892288","-48,932440",80
2622,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"190,800",Biguaçu,Principal,Crescente,Ativo,"-27,475534","-48,640839",100
2623,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"191,480",Biguaçu,Principal,Decrescente,Ativo,"-27,480122","-48,644851",100
2624,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"202,625",São José,Principal,Crescente,Ativo,"-27,562118","-48,616194",100
2625,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"203,583",São José,Principal,Decrescente,Ativo,"-27,570346","-48,613682",100
2626,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"205,150",São José,Principal,Crescente,Ativo,"-27,584371","-48,615787",100
2627,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"206,700",São José,Principal,Decrescente,Ativo,"-27,597955","-48,620502",100
2628,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"208,713",São José,Principal,Crescente,Ativo,"-27,608003","-48,637017",100
2629,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"209,110",São José,Principal,Decrescente,Ativo,"-27,610782","-48,639453",100
2630,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"210,750",São José,Principal,Crescente,Ativo,"-27,621765","-48,650873",100
2631,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"212,790",Palhoça,Principal,Decrescente,Ativo,"-27,635501","-48,663834",100
2632,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"213,750",Palhoça,Principal,Crescente,Ativo,"-27,642355","-48,669143",100
2633,AUTOPISTA LITORAL SUL,2009,Controlador,BR-101,SC,"214,950",Palhoça,Principal,Decrescente,Ativo,"-27,651552","-48,675658",100
2634,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"664,773",Guaratuba,Principal,Crescente,Ativo,"-25,858200","-48,951200",60
2635,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"667,013",Guaratuba,Principal,Crescente,Ativo,"-25,863700","-48,934800",60
2636,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"668,334",Guaratuba,Principal,Crescente,Ativo,"-25,869300","-48,934100",60
2637,AUTOPISTA LITORAL SUL,2009,Redutor,BR-376,PR,"668,880",Guaratuba,Principal,Decrescente,Ativo,"-25,874900","-48,936300",60
2638,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"48,770",Joinville,Principal,Crescente,Ativo,"-26,380200","-48,851600",80
2639,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"50,510",Joinville,Principal,Decrescente,Ativo,"-26,390350","-48,839967",80
2640,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"140,480",Balneário Camboriú,Principal,Decrescente,Ativo,"-27,042947","-48,599675",60
2641,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"114,800",Itajaí,Marginal,Crescente,Ativo,"-26,869883","-48,729797",40
2642,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"114,900",Itajaí,Marginal,Decrescente,Ativo,"-26,883453","-48,724089",40
2643,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"116,500",Itajaí,Marginal,Decrescente,Ativo,"-27,511425","-48,642764",40
2644,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"196,050",Biguaçu,Marginal,Crescente,Ativo,"-27,512006","-48,642081",40
2645,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"196,150",Biguaçu,Marginal,Decrescente,Ativo,"-27,532914","-48,630986",40
2646,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"198,800",São José,Marginal,Crescente,Ativo,"-27,558233","-48,618350",60
2647,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"203,850",São José,Marginal,Crescente,Ativo,"-27,572569","-48,613778",60
2648,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"204,250",São José,Marginal,Decrescente,Ativo,"-27,576306","-48,613381",60
2649,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"204,750",São José,Marginal,Crescente,Ativo,"-27,580361","-48,614436",40
2650,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"204,770",São José,Marginal,Decrescente,Ativo,"-27,580619","-48,614444",40
2651,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"209,150",São José,Marginal,Crescente,Ativo,"-27,610039","-48,638892",60
2652,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"209,900",São José,Marginal,Decrescente,Ativo,"-27,616022","-48,644975",60
2653,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"210,700",São José,Marginal,Decrescente,Ativo,"-27,621294","-48,650333",60
2654,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"212,300",Palhoça,Marginal,Crescente,Ativo,"-27,632003","-48,661075",40
2655,AUTOPISTA LITORAL SUL,2009,Redutor,BR-101,SC,"212,350",Palhoça,Marginal,Decrescente,Ativo,"-27,632314","-48,661422",40
